0,14439357817173
0,250728756189346
0,415673553943634
0,471068352460861
0,476583302021027
0,50154322385788
0,541843235492706
0,519163131713867
0,508914113044739
0,428350895643234
0,16516686975956
0,239130422472954
0,110404931008816
0,170280277729034
0,344411343336105
0,51744556427002
0,539683878421783
0,571934401988983
0,543839037418365
0,522728681564331
0,491335183382034
0,425365746021271
0,339765608310699
0,200715869665146
0,104572676122189
0,255197435617447
0,319219648838043
0,448846846818924
0,484899193048477
0,533661603927612
0,503975391387939
0,48324778676033
0,457197397947311
0,429015934467316
0,420094579458237
0,175702780485153
0,226117968559265
0,27246555685997
0,45902156829834
0,531437575817108
0,57621294260025
0,593303740024567
0,576033711433411
0,541642844676971
0,543123185634613
0,516895234584808
0,501684069633484
0,327166676521301
0,11086244136095
0,131453767418861
0,262525737285614
0,377425044775009
0,465014666318893
0,503596305847168
0,487144976854324
0,473629266023636
0,46667554974556
0,424635916948318
0,395419627428055
0,307962596416473
0,23966272175312
0,0985352471470833
0,189805015921593
0,293198227882385
0,422412216663361
0,54556268453598
0,566951513290405
0,58807361125946
0,554254710674286
0,547889828681946
0,520669043064117
0,5051109790802
0,402775764465332
0,302346348762512
0,1097147539258
0,23822295665741
0,355498105287552
0,462607949972153
0,467388302087784
0,48695632815361
0,499312341213226
0,491129964590073
0,486157238483429
0,489454448223114
0,415984272956848
0,422146558761597
0,321193963289261
0,137617498636246
0,145390510559082
0,24381510913372
0,414533734321594
0,503531157970428
0,560444831848145
0,540513038635254
0,536273717880249
0,510322213172913
0,495467662811279
0,485238820314407
0,385503798723221
0,237166658043861
0,0883383601903915
0,199993118643761
0,36569482088089
0,448308616876602
0,465213567018509
0,499692559242249
0,477821528911591
0,481616497039795
0,434492230415344
0,435679048299789
0,380975812673569
0,103368952870369
0,235103651881218
0,31276085972786
0,504678308963776
0,574706852436066
0,588867843151093
0,580557286739349
0,566618084907532
0,530612766742706
0,524743795394897
0,505085170269012
0,215322121977806
0,0746571943163872
0,18167470395565
0,225104600191116
0,279619038105011
0,481563597917557
0,457348048686981
0,434109568595886
0,433424860239029
0,430860549211502
0,414064466953278
0,474672734737396
0,287259072065353
0,162249580025673
0,114738836884499
0,200859665870667
0,307803392410278
0,515137910842896
0,581357538700104
0,552977025508881
0,536464691162109
0,511695504188538
0,463022798299789
0,312274485826492
0,105321772396564
0,0659190788865089
0,18553563952446
0,325577735900879
0,476374566555023
0,553334176540375
0,510017395019531
0,475155055522919
0,413629323244095
0,342783868312836
0,224755570292473
0,0968560576438904
0,14717523753643
0,343803256750107
0,432010650634766
0,548046410083771
0,570859014987946
0,563655257225037
0,532543897628784
0,515887200832367
0,513171255588531
0,506848454475403
0,396321147680283
0,256011605262756
0,0529750809073448
0,231132879853249
0,33748060464859
0,382994025945663
0,473529726266861
0,512499332427979
0,4800646007061
0,537944078445435
0,482177317142487
0,463692516088486
0,446708381175995
0,401333600282669
0,378765970468521
0,275241672992706
0,108443386852741
0,234846040606499
0,2699875831604
0,466616481542587
0,558432102203369
0,606576859951019
0,622206032276154
0,568049073219299
0,562124669551849
0,528762996196747
0,517599999904633
0,499687969684601
0,39983806014061
0,328469902276993
0,0891082137823105
0,130249470472336
0,24565127491951
0,379047304391861
0,497700452804565
0,519972503185272
0,526354193687439
0,510979413986206
0,492210984230042
0,485933184623718
0,456905126571655
0,422761917114258
0,403377801179886
0,245508089661598
0,0961131751537323
0,163116574287415
0,246746703982353
0,449986487627029
0,52410352230072
0,586171448230743
0,544104635715485
0,525050938129425
0,503325641155243
0,479793757200241
0,392556309700012
0,251190543174744
0,0790134146809578
0,162543728947639
0,293270170688629
0,469321399927139
0,481059432029724
0,51558917760849
0,493374526500702
0,478040844202042
0,461755663156509
0,447516679763794
0,397072613239288
0,367030680179596
0,216485574841499
0,0780352726578712
0,216275244951248
0,455616325139999
0,49002143740654
0,564269542694092
0,578856408596039
0,615654170513153
0,556955337524414
0,551075994968414
0,546388030052185
0,538679897785187
0,420773148536682
0,217590257525444
0,148611664772034
0,277545779943466
0,334847211837769
0,452725261449814
0,47543266415596
0,55100005865097
0,513085603713989
0,496193051338196
0,481131374835968
0,480606198310852
0,46828106045723
0,270065277814865
0,352243304252625
0,267943322658539
0,165306121110916
0,340501815080643
0,3638636469841
0,537032186985016
0,589158535003662
0,568716526031494
0,53067409992218
0,532944917678833
0,501241087913513
0,501165330410004
0,367191463708878
0,221185982227325
0,329921364784241
0,478195637464523
0,517029762268066
0,514536380767822
0,50014317035675
0,504607260227203
0,449026733636856
0,420634537935257
0,404580384492874
0,392862439155579
0,228100761771202
0,181914865970612
0,119574397802353
0,259862124919891
0,393637448549271
0,50160276889801
0,571519434452057
0,622299253940582
0,581826388835907
0,568625867366791
0,531032800674438
0,534763753414154
0,497393310070038
